Drug_name, Disease, Clinical_status
PF-06342674,diabetes,5A11
PF-06412562,impairment,6D71
PF-06413367,Asthma,CA23
PF-06427878,disease,BA00-BE2Z
PF-06427878,Hyperlipidaemia,5C80
PF-06444752,Asthma,CA23
PF-06480605,disease,DD70
PF-06482077,infection,CA00-CA40
PF-06647020,tumour/cancer,2A00-2F9Z
PF-06647020,tumour/cancer,2A00-2F9Z
PF-06647263,tumour/cancer,2A00-2F9Z
PF-06648671,disease,8A20
PF-06649751,disease,8A00.0
PF-06650808,tumour/cancer,2A00-2F9Z
PF-06650833,Lupus,4A40
PF-06664178,tumour/cancer,2A00-2F9Z
PF-06669571,impairment,6D71
PF-06671008,tumour/cancer,2A00-2F9Z
PF-06678552,Hyperkalemia,5C76
PF-06688992,myeloma,2A83
PF-06688992,tumour/cancer,2A00-2F9Z
PF-06743649,Gout,FA25
PF-06747143,leukaemia,2A60
PF-06747775,tumour/cancer,2A00-2F9Z
PF-06751979,disease,8A20
PF-06753512,cancer,2C82.0
PF-06755347,polyneuropathy,8C01.3
PF-06760805,infection,1G40
PF-06763809,psoriasis,EA90.0
PF-06801591,malignancy,2A00-2F9Z
PF-06801591,lymphoma,2B33.5
PF-06801591,tumour/cancer,2A00-2F9Z
PF-06804103,tumour/cancer,2A00-2F9Z
PF-06817024,dermatitis,EA80
PF-06823859,Lupus,4A40
PF-06823859,arthritis,FA20
PF-06826647,psoriasis,EA90.0
PF-06840003,Glioma,2A00.0
PF-06863135,myeloma,2A83
PF-06873600,cancer,2C60-2C65
PF-06886992,infection,1C1C.0
PF-06939926,dystrophy,8C70
PF-2413873,Endometriosis,GA10
PF-277343,Alopecia,ED70
PF-3732010,tumour/cancer,2A00-2F9Z
PF-3758309,tumour/cancer,2A00-2F9Z
PF-3864086,Pain,MG30-MG3Z
PF-4217903,tumour/cancer,2A00-2F9Z
PF-4287881,infection,CA45
PF-4418948,Endometriosis,GA10
PF-4427429,Migraine,8A80
PF-4455242,disorder,6A60
PF-4603629,diabetes,5A11
PF-4764793,disease,CB40
PF-4878691,infection,1E51.1
PF530,sclerosis,8A40
PF-562271,tumour/cancer,2A00-2F9Z
PF614,pain,MG30
PF9601N,disease,8A00.0
PfAMA-1,Malaria,1F40-1F45
Pfizer 10,dysfunction,HA01.1
Pfizer 4,dysfunction,HA01.1
PFK-158,tumour/cancer,2A00-2F9Z
PfSPZ-Cvac,malaria,1F40
PG11047,Lymphoma,2A80-2A86
PG-545,disease,1F00.1Z
PHA-793887,tumour/cancer,2A00-2F9Z
PHE-377,Pain,MG30-MG3Z
PHX-1766,infection,1E51.1
PI-0824,diabetes,5A10
PI-166,cancer,2C12
PIM447,Myelofibrosis,2A20.2
PIN-2,tumour/cancer,2A00-2F9Z
Pivagabine,disorder,6B00-6B0Z
Pivagabine,Depression,6A70-6A7Z
PL-225B,tumour/cancer,2A00-2F9Z
PLADD,cancer,2B91.Z
Plasma derived human butyrylcholinesterase,Neurotoxicity,NE61
Plasmid IL-12 immunotherapy,lymphoma,2B01
PLX2853,tumour/cancer,2A00-2F9Z
PLX51107,malignancy,2B33.Y
PLX51107,tumour/cancer,2A00-2F9Z
PLX-5622,diabetes,5A10
PLX73086,tumour/cancer,2A00-2F9Z
PLX7486,cancer,2C10
PLX7486,tumour/cancer,2A00-2F9Z
PLX9486,tumour,2B5B
PLX9486,tumour/cancer,2A00-2F9Z
PM-060184,tumour/cancer,2A00-2F9Z
PMI-005,Osteoarthritis,FA00-FA05
PMZ-2123,ketoacidosis,8D60.1
PNK-007,leukaemia,2A60
PNK-007,myeloma,2A83
POL-6014,disease,CA22
POL-6014,fibrosis,CA25
PolyPEPI1018,cancer,2B91.Z
Posiphen R-phenserine,disease,8A20
PP2A stimulator,disease,8A20
PPC-5650,Pain,MG30-MG3Z
PPI-2458,diabetes,5A10
PPI-383,infection,1E51.1
PPI-461,infection,1E51.1
PQR309,Pain,MG30-MG3Z
PR-924,leukaemia,2B33.4
PRAME antigen-specific cancer,Melanoma,2C30
PRAME antigen-specific cancer immunotherapeutic,melanoma,2E2Z
PRAME antigen-specific cancer immunotherapeutic,cancer,2C25.Y
PRAX-330,Epilepsy,8A60-8A68
Prednisone microencapsulated,dermatitis,EA80
Prednisone microencapsulated,Eczema,EA80-EA89
Pre-pandemic Avian influenza vaccine,infection,1E30
Pretargeting TF2,cancer,2B91.Z
PRN1371,tumour/cancer,2A00-2F9Z
PRN2246,sclerosis,8A40
Prohibitin targeting peptide-1,Obesity,5B81
Prohibitin-TP-01,cancer,2C82.0
Prolactin receptor antagonist,cancer,2C73
Prolanta,cancer,2C74
Prolanta,cancer,2C73
Prolanta,cancer,2C51.Z
ProscaVax,cancer,2C82.0
Protein subunit vaccine (Mycobacterium tuberculosis, intranasal),infection,1B10-1B21
Protein subunit vaccine, Novartis,infection,DA42-DA63
Protein vaccines,tumour/cancer,2A00-2F9Z
Protexia,disease,8A20
Proxinium,carcinoma,2B60-2D01
PRS-050,tumour/cancer,2A00-2F9Z
PRS-080,Anemia,3A00-3A9Z
PRS-343,tumour/cancer,2A00-2F9Z
PRT-062607,leukaemia,2A82.0
PRT-105,intoxication,NE6Z
PRT6207,tumour/cancer,2A00-2F9Z
PRX003,vulgaris,EA90
PRX-07034,Obesity,5B81
PRX-105,intoxication,NE6Z
PS-178990,atrophy,FB32.Y
PS-873266,Inflammation,1A00-CA43.1
PSA/IL-2/GM-CSF vaccine,cancer,2C82.0
PSI-697,Atherosclerosis,BD40
PSI-697,Thrombosis,DB61-GB90
PSI-938,infection,1E51.1
PSMA protein vaccine,cancer,2C82.0
PSMA subunit vaccine,cancer,2C82.0
PSMA VRP therapeutic vaccine,cancer,2C82.0
PSMA-targeted tubulysin B conjugates,cancer,2C82.0
PSMA-VRP,cancer,2C82.0
PT1.2,infection,1B5Y
PT-112,tumour/cancer,2A00-2F9Z
PT-112phosphaplatin,myeloma,2A83
PT-201,dysfunction,GC2Z
PT2977,tumour/cancer,2A00-2F9Z
PT2977,disease,5A75
PTC596,cancer,2C74
PTC596,cancer,2C73
PTC596,cancer,2C51.Z
PTG-100,colitis,DD71
PTH(7-34) liposomal cream,Alopecia,ED70
PTI-125,disease,8A20
PTI-188,Melanoma,2C30
PTI-202,Pain,MG30-MG3Z
PTI-80,disease,8A20
PTX-100,tumour/cancer,2A00-2F9Z
PU3,tumour/cancer,2A00-2F9Z
PU-H71,cancer,2C60-2C65
PU-H71,Myelofibrosis,2A20.2
PU-H71,tumour/cancer,2A00-2F9Z
PUMVC3-hIGFBP-2,cancer,2C73
PUR0200,disease,CA22
PUR-118,disease,CB40
PV-701,tumour/cancer,2A00-2F9Z
PWT-33597,tumour/cancer,2A00-2F9Z
PX-478,tumour/cancer,2A00-2F9Z
Px563L,Anthrax,1B97
PXS-25,Fibrosis,GA14-GC01
PXVX0047,infection,1A20
Pyrotinib,tumour/cancer,2A00-2F9Z
PZ01 CAR-T cells,leukaemia,2A85
PZ01 CAR-T cells,lymphoma,2A86
Q203,Tuberculosis,1B10-1B14
QAK-423,disease,CA22
QBI-139,tumour/cancer,2A00-2F9Z
Q-Derp1,disease,N.A.
R-1663,defect,3B10.0
R4996,disorder,6B60
R7334,degeneration,9B78.3
R763,malignancy,2B33.Y
RAD-140,cancer,2C60-2C65
RAD-140,Osteoporosis,FB83.0
Radavirsen,infection,1E30-1E32
Radiolabelled-huA33,cancer,2B91.Z
Radiprodil,Epilepsy,8A60-8A68
Ragweed allergy immunotherapy vaccine,rhinitis,CA08.01
Ragweed allergy vaccine,leukaemia,2A60-2B33
Ragweed mix vaccine,conjunctivitis,9A60.02
Ragweed mix vaccine,rhinitis,CA08.01
Ragweed pollen allergen sublingual immunotherapy,Allergy,4A80-4A85
RASV-Sp,infection,1B53
RBBX-01,tumour/cancer,2A00-2F9Z
REC-01,infarction,BA41
REC-02,failure,BD10
Recombinant human Erbb3 fragment therapeutic tumor vaccine,tumour/cancer,2A00-2F9Z
Recombinant human hepatocyte growth factor,failure,GB60-GB6Z
Recombinant human keratinocyte growth factor-2,healing,EL8Y
Recombinant soluble PSMA protein vaccine,cancer,2C82.0
Recombinant Tat protein vaccine,infection,1C62
Recombinant viral vector vaccine,infection,1D60.0
REG2,thrombosis,BA43
REGN1400,tumour/cancer,2A00-2F9Z
REGN1979,leukaemia,2A82.0
REGN1979,lymphoma,2B33.5
REGN1979,tumour/cancer,2A00-2F9Z
REGN3767,cancer,2A00-2F9Z
REGN3767,tumour/cancer,2A00-2F9Z
REGN-421,tumour/cancer,2A00-2F9Z
REGN-728,disease,BA00-BE2Z
REGN-910,tumour/cancer,2A00-2F9Z
REL-1017,pain,8E43.0
REL-1028,pain,MG30
REL-1028,dependence,6C43.2Z
Relatlimab,malignancy,2B33.Y
Relatlimab,Melanoma,2C30
Relatlimab,glioblastoma,2A00.00
Relatlimab,tumour/cancer,2A00-2F9Z
REMD-477,diabetes,5A10
REMD-477,diabetes,5A11
ReN-001,ischaemia,8B1Z
Renazorb,Hypophosphatasia,5C64.3
Reolysinpelareorep,cancer,2C10
REP8839,infection,1A00-1C4Z
Replication-defective HIV vaccine,infection,1C62
Replication-defective HIV-1 vaccine,infection,1C62
Respiratory syncytial virus VLPvaccine,infection,1C80
Retroviral MGMT-transduced hematopoietic cells,Anemia,3A00-3A9Z
Retroviral vector-transduced autologous T cells to express CD22-specific CARs,lymphoma,2A81
Retroviral vector-transduced autologous T cells to express CD22-specific CARs,lymphoma,2A80
Retroviral vector-transduced autologous T cells to express CD22-specific CARs,lymphoma,2A85.5
REV-576,diabetes,5A10
RG-125,disease,DB92
RG-2833,ataxia,8A03.10
RG3039,atrophy,8B61
RG6058,tumour/cancer,2A00-2F9Z
RG6100,disease,8A20
RG6125,arthritis,FA20
RG6146,malignancy,2B33.Y
RG6146,tumour/cancer,2A00-2F9Z
RG6180,tumour/cancer,2A00-2F9Z
RG6264,cancer,2C60-2C65
RG-7010,disease,8B60
RG-7103,disease,CA22
RG7112,malignancy,2B33.Y
RG7112,tumour/cancer,2A00-2F9Z
RG7116,tumour/cancer,2A00-2F9Z
RG7129,disease,8A20
RG7203,Schizophrenia,6A20
RG7203,Schizophrenia,6A20
RG7304,tumour/cancer,2A00-2F9Z
RG7342,Schizophrenia,6A20
RG7347,tumour/cancer,2A00-2F9Z
RG-7348,infection,1E51.1
RG-7351,disorder,6A70.3
RG7386,tumour/cancer,2A00-2F9Z
RG7410,disorder,6A20-6A25
RG7420,tumour/cancer,2A00-2F9Z
RG7444,myeloma,2A83.1
RG7450,cancer,2C82.0
RG7461,tumour/cancer,2A00-2F9Z
RG7604,tumour/cancer,2A00-2F9Z
RG7741,Lymphoma,2A80-2A86
RG7741,tumour/cancer,2A00-2F9Z
RG7775,leukaemia,2A60
RG7802,tumour/cancer,2A00-2F9Z
RG7813,tumour/cancer,2A00-2F9Z
RG-7816,disorder,6A02
RG7828,malignancy,2B33.Y
RG7841,tumour/cancer,2A00-2F9Z
RG7842,tumour/cancer,2A00-2F9Z
RG7876,tumour/cancer,2A00-2F9Z
RG7880,ulcer,BD54
RG7880,colitis,DD71
RG7882,cancer,2C73
RG7882,cancer,2C10
RG7893,Pain,MG30-MG3Z
RG7906,disorder,6E8Z
RG7986,lymphoma,2B33.5
RGA-1512,leukaemia,2A60-2B33
RGB-286638,malignancy,2B33.Y
RGD-891,Thrombosis,DB61-GB90
RGN-352 injectable,infarction,BA41
RGN-352 injectable,neuropathy,8C0Z
RGN-352 injectable,Stroke,8B20
RGX-104,Lymphoma,2A80-2A86
RGX-104,tumour/cancer,2A00-2F9Z
RHAMM-R3 peptide vaccine,tumour/cancer,2A00-2F9Z
RhASM enzyme replacement therapy (acid sphingomyelinase deficiency),disease,5C56.0Y
RHIgM12B7,tumour/cancer,2A00-2F9Z
RHIgM22,sclerosis,8A40
RHPIV1 84/del/170/942A,infection,1D9Y
RiVax,poisoning,NE61
RiVax + TVax,poisoning,NE61
Rivoceranib,adenocarcinoma,2B72
Rivoceranib,tumour/cancer,2A00-2F9Z
RM-1929,cancer,2D42
RO-09-4889,tumour/cancer,2A00-2F9Z
RO-14,Phlebothrombosis,GB90.3
RO-23-7553,disease,GA91
RO-5095932,diabetes,5A11
RO-5126766,tumour/cancer,2A00-2F9Z
RO-5212054,tumour/cancer,2A00-2F9Z
RO-5271983,Asthma,CA23
RO-5303253,infection,1E51.1
RO-5310074,diabetes,5A10
RO-5428029,infection,1E51.1
RO-5458640,tumour/cancer,2A00-2F9Z
RO5545965,Schizophrenia,6A20
RO7082859,lymphoma,2B33.5
ROCICLOVIR,infection,1A24-1D9Z
Rogaratinib,tumour/cancer,2A00-2F9Z
RON mab,tumour/cancer,2A00-2F9Z
RON Monoclonal Antibody,tumour/cancer,2A00-2F9Z
RON8 mab,tumour/cancer,2A00-2F9Z
Ronomilast,disease,CA22
Ropidoxuridine,cancer,2C11
Ropidoxuridine,tumour/cancer,2A00-2F9Z
ROR1 CAR-specific Autologous T-Lymphocytes,leukaemia,2A85
ROR1 CAR-specific Autologous T-Lymphocytes,leukaemia,2A82.0
ROR1 CAR-specific Autologous T-Lymphocytes,lymphoma,2A85.5
ROR1R-CAR-T Cell,leukaemia,2A60-2B33
Rosmantuzumab,cancer,2B91.Z
Rosmantuzumab,tumour/cancer,2A00-2F9Z
Rotavin,diabetes,5A11
RP4010,lymphoma,2B33.5
RP6530,lymphoma,2B01
RPA gene based adenovirus 4 vector vaccine,Anthrax,1B97
RPI-78M injectable,sclerosis,8A40
RPI-78M injectable,sclerosis,8A40
RPI-MN,sclerosis,8B60.0
RPI-MN,infection,1C62
RPI-MN,infection,1C62
RSIFN-co,tumour/cancer,2A00-2F9Z
RSV F protein vaccine,infection,1C80
RSV/PIV-3 vaccine,infection,1A24-1D9Z
RTA-901,neuropathy,8C0Z
RTI-336,addiction,6C45.2
RTL-1000,sclerosis,8A40
RVEc,Intoxication,6C40-6C4B
RVSVIN HIV-1 gag vaccine,infection,1C62
RVT-103+RVT-104,disease,8A20
RVT-104,disease,8A20
RVT-104,dementia,6D82
RWJ-671818,Thrombosis,DB61-GB90
RWJ-676070,failure,BD10
RWJ-67657,Arthritis,FA20
RWJ-68023,syndrome,DD91.0
RX-10001,Asthma,CA23
RX-10001,arthritis,FA20
S. aureus type 336 vaccine,infection,1A00-1C4Z
S. epidermidis vaccine,infection,1F28-1G0Z
S. mutans Replacement Therapy,disease,1A00-CA43.1
S-117957,pain,8E43.0
S-17092-1,impairment,6D71
S-17092-1,cancer,2C25.Y
S-265744 LAP,infection,1C62
SA-5845,disease,8A04-8D87
SA-5845,disorder,6A20-6A25
SAFINGOL,vulgaris,EA90
SAFIRONIL,rejection,NE84
SAGE-324,disease,8A00.0
SAGE-718,Schizophrenia,6A20
SAL-200,infection,1B5Y
SALVINORIN A,vasospasm,BA85.Z
SAM-6,Melanoma,2C30
Samatasvir,infection,1E51.1
SAN-134,Osteoporosis,FB83.0
Sanaria PfSPZ Vaccine,Malaria,1F40-1F45
SAR-103168,leukaemia,2A60
SAR-104772,ischaemia,8B1Z
SAR113244,erythematosus,4A40.0
SAR-114137,Pain,MG30-MG3Z
SAR-115740,Pain,MG30-MG3Z
SAR-126119,ischaemia,8B1Z
SAR127963,injury,NA07.Z
SAR153192,tumour/cancer,2A00-2F9Z
SAR164653,complication,5A2Y
SAR-21609,Asthma,CA23
SAR228810,disease,8A20
SAR247799,disease,BA00-BE2Z
SAR252067,disease,DD70
SAR252067,colitis,DD71
SAR339375,deafness,LD2H
SAR351034,Dyslipidemia,5C80-5C81
SAR351034,diabetes,5A11
SAR-389644,rhinitis,CA08.0
SAR404460,Pre-sarcopenia,FB32.Y
SAR-405838,tumour/cancer,2A00-2F9Z
SAR-405838,tumour/cancer,2A00-2F9Z
SAR422459,disease,9B70
SAR425899,complication,5A2Y
SAR425899,diabetes,5A11
SAR428926,tumour/cancer,2A00-2F9Z
SAR438335,diabetes,5A11
SAR439459,tumour/cancer,2A00-2F9Z
SAR439794,Allergy,4A80-4A85
SAR439859,cancer,2C60-2C65
SAR439859,tumour/cancer,2A00-2F9Z
SAR440067,diabetes,5A10
SAR440067,diabetes,5A11
SAR440181,failure,BD10-BD13
SAR-548304,steatohepatitis,DB92.1
SART3 peptide cancer vaccine,cancer,2B91.Z
SAV-001,infection,1C62
SB-1578,tumour/cancer,2A00-2F9Z
SB-313-xTZ,multiforme,2A00.0
SB414,dermatitis,EA80
SB414,vulgaris,EA90
SB-436811,Asthma,CA23
SB-639,tumour/cancer,2A00-2F9Z
SB-9200,infection,1E51.0
SBP-101,cancer,2C10
SBP-101,carcinoma,2C10.0
SBS-1000,complication,5A2Y
Sc Veltuzumab,purpura,3B64.10
Sc Veltuzumab,arthritis,FA20
SC-002,infection,1A00-1C4Z
SC-002,cancer,2C25.Y
SC-002,tumour/cancer,2A00-2F9Z
SC-003,cancer,2C73
SC-003,tumour/cancer,2A00-2F9Z
SC-005,cancer,2C60-2C65
SC-006,cancer,2B91.Z
SC-006,tumour/cancer,2A00-2F9Z
Sch-58500,cancer,2C60-2C65
SCH-721015,Mesothelioma,2C51.2
SCH-900117,arthritis,FA20
SCH-900353,tumour/cancer,2A00-2F9Z
SCP-1,Pain,MG30-MG3Z
SCYX-7158,Trypanosomiasis,1D51-1F53
SD-118,Inflammation,1A00-CA43.1
SDX-7320,tumour/cancer,2A00-2F9Z
SDZ-FOX-988,complication,5A2Y
SDZ-GPI-562,Thrombosis,DB61-GB90
SDZ-LAV-694,keratosis,EK90.0
SDZ-MKS-492,Asthma,CA23
SEA-CD40,malignancy,2B33.Y
SEA-CD40,Lymphoma,2A80-2A86
SEA-CD40,tumour/cancer,2A00-2F9Z
SEL-068,dependence,6C4A.2
SEL-403,Mesothelioma,2C51.2
SEL-403,cancer,2C10
SELA-070,dependence,6C4A.2
Selective BACE 1 inhibitor,disease,8A20
Selicrelumab,tumour/cancer,2A00-2F9Z
SEP-228432,Depression,6A70-6A7Z
SEP-228432,pain,8E43.0
SEphB4-HSA,tumour/cancer,2A00-2F9Z
SER-101,failure,BD10
SER-214,disease,8A00.0
SER-287,colitis,DD71
SERA5-targeted malaria vaccine,Malaria,1F40-1F45
SFLT-01,degeneration,9B78.3
SGC activator 2,hypertension,BB01
SGC-1061,disease,8A20
SGM-1019,disease,DD72
SGN LIV1A,cancer,2C60-2C65
SGN-2FF,tumour/cancer,2A00-2F9Z
SGN-70,diabetes,5A10
SGN-CD123A,leukaemia,2A60
SGN-CD19A,leukaemia,2A85
SGN-CD19A,lymphoma,2B33.5
SGN-CD19B,lymphoma,2B33.5
SGN-CD352A,myeloma,2A83
SGN-CD48A,myeloma,2A83
SGN-CD70A,lymphoma,2B33.5
SGT-53,cancer,2C10
SGT-53,glioblastoma,2A00.00
SGT-53,tumour/cancer,2A00-2F9Z
SGX523,tumour/cancer,2A00-2F9Z
Short-acting thrombosis inhibitor,coagulation,3B20
SHP-141,lymphoma,2B01
SHP616,optica,8A43
SHP680,deficiency,5C50.E1
Sialyl Lea-KLH conjugate vaccine,cancer,2C60-2C65
SII Rmab,Rabies,1C82
SILTENZEPINE,disease,DA43-DA4Y
Simotaxel,tumour/cancer,2A00-2F9Z
Simotinib,tumour/cancer,2A00-2F9Z
SKF-105494,vasodilator,BA00
SKF-105809,Pain,MG30-MG3Z
SKI-O-703,arthritis,FA20
SKL-10406,disorder,6A70.3
SKL13865,disorder,6A05.Z
SKL20540,syndrome,LD2A.4
SKL20540,dysregulation,4A01.2
SL-017,vulgaris,ED80
SL-052,tumour/cancer,2A00-2F9Z
SL-801,tumour/cancer,2A00-2F9Z
SLV 354,Schizophrenia,6A20
SLV-338,disease,BA00-BE2Z
SLV-341,diabetes,5A11
SLV-342,Arteriosclerosis,BD40
SM04755,cancer,2C12
SM04755,psoriasis,EA90.0
SM08502,tumour/cancer,2A00-2F9Z
Sm-14,Schistosomiasis,1F86
SNA-125,dermatitis,EA80
SNA-125,Pruritus,EC90
SNA-125,vulgaris,EA90
SNDX-6352,tumour/cancer,2A00-2F9Z
SNS-032,tumour/cancer,2A00-2F9Z
SNS-314,tumour/cancer,2A00-2F9Z
Solid tumor immunotherapy,tumour/cancer,2A00-2F9Z
Solulin,Thrombosis,DB61-GB90
SOM1201,Adrenoleukodystrophy,8A44.1
SOM3355,disease,8A01.10
SOM3355,dyskinesia,8A02.10
Sonepcizumab,degeneration,9B78.3
SOR-C13,disease,8A20
SOR-C13,cancer,2C73
SOR-C13,tumour/cancer,2A00-2F9Z
SPC-3,infection,1C62
SPC4955,level,5C80.00
SPC5001,Hyperlipidaemia,5C80
SPF66,Malaria,1F40-1F45
Sphingosine-1-phosphate,vulgaris,ED80
SPI-014,disease,8A20
SPI-3608,disease,FA72
SPI-452,infection,1C62
SPIF,hepatitis,DB96.0
SPL-108,cancer,2C73
SPL-108,cancer,2C73
SPL-7013,infection,1C62
SPN-802,disorder,6A60
SPN-803,disease,8A00.0
SPN-805,disorder,6B00-6B0Z
SPN-808,disorder,6B00-6B0Z
SPN-809,disease,8A04-8D87
SPN-809,Depression,6A70-6A7Z
SPN-811,disorder,6A05.Z
SR13668,tumour/cancer,2A00-2F9Z
SR-4554,imaging,N.A.
SRF231,malignancy,2B33.Y
SRF231,tumour/cancer,2A00-2F9Z
SRP-5051,dystrophy,8C70
SRT2379,diabetes,5A11
SRT3025,diabetes,5A11
SRX-251,Dysmenorrhea,GA34.3
SSR-125047,cataract,9B10.21
SSR-125047,Schizophrenia,6A20
SSR-125329A,disease,4A01-4B41
SSR-128428,Thrombosis,DB61-GB90
SSR-181507,Schizophrenia,6A20
ST-1141,disorder,DD91
STA-5312,tumour/cancer,2A00-2F9Z
STEBVax,shock,1G41
STEBVax,syndrome,1B52
STM 434,cancer,2C73
StMN1 Lp,tumour/cancer,2A00-2F9Z
Streptococcus mutans vaccine,caries,DA08.0
Streptococcus pneumoniae vaccine,Meningitis,1D01
Streptococcus pneumoniae vaccine,Pneumonia,CA40
Streptococcus pneumoniae vaccine, sanofi pasteur,infection,1B53
STRO-001,lymphoma,2A86
STRO-001,myeloma,2A83
Stroke polyfunctional therapeutic,Stroke,8B20
Stroke therapeutic,Stroke,8B20
Stromal stem cell therapy,failure,DB99.7
STX 64,cancer,2C82.0
Sulfatinib,tumour/cancer,2A00-2F9Z
SUN-K0706,leukaemia,2A82.0
SUN-K0706,disease,8A00.0
SUN-N8075,infarction,8B11.5Z
SurVaxM,myeloma,2A83
SurVaxM,glioblastoma,2A00.00
SUVN-911,disorder,6A70.3
SUVN-911,disorder,6A70.3
SUVN-D4010,disease,8A20
SWT-06101,Fibromyalgia,MG30.01
SWT-06101,Fibromyalgia,MG30.01
SY-1365,tumour/cancer,2A00-2F9Z
SY-1425,leukaemia,2A60
SY-1425,syndrome,2A37
Sym021,malignancy,2A00-2F9Z
Sym021,Lymphoma,2A80-2A86
Sym021,lymphoma,2B33.5
Sym021,tumour/cancer,2A00-2F9Z
SYN004,tumour/cancer,2A00-2F9Z
SYN-1001,Pain,MG30-MG3Z
Synthetic neutrophil inhibitor peptide,Rhinitis,FA20
Syntropin,Dwarfism,5B11
Systebryl,Amyloidosis,5D00
Systebryl,Amyloidosis,5D00
T-0128,tumour/cancer,2A00-2F9Z
T-2307,Mycoses,1F2Z
TAB001,malignancy,2A00-2F9Z
Tafluposide,tumour/cancer,2A00-2F9Z
TA-HPV,cancer,2C77.0
TAK-020,arthritis,FA20
TAK-021,infection,1D91
TAK-041,resistance,LD2A.4
TAK-058,Schizophrenia,6A20
TAK-058,resistance,LD2A.4
TAK-071,disease,8A20
TAK-079,arthritis,FA2Z
TAK-114,colitis,DD71
TAK-137,disorder,6E8Z
TAK-195,infection,1C8Y
TAK-202,Melanoma,2C30
TAK-202,tumour/cancer,2A00-2F9Z
Tak-220,infection,1C62
TAK-233,arthritis,FA2Z
TAK-243,tumour/cancer,2A00-2F9Z
TAK-285,tumour/cancer,2A00-2F9Z
TAK-329,complication,5A2Y
TAK-441,tumour/cancer,2A00-2F9Z
TAK-573,myeloma,2A83
TAK-593,tumour/cancer,2A00-2F9Z
TAK-701,malignancy,2A00-2F9Z
TAK-733,tumour/cancer,2A00-2F9Z
TAK-828,disease,DD70
TAK-831,ataxia,8A03.10
TAK-831,Schizophrenia,6A20
TAK-901,malignancy,2B33.Y
TAK-931,tumour/cancer,2A00-2F9Z
TAK-960,tumour/cancer,2A00-2F9Z
TAP311,Dyslipidemia,5C80-5C81
Tapet,tumour/cancer,2A00-2F9Z
TAR-200,cancer,2C94
TARP peptide vaccines,cancer,2C82.0
TARP peptide-pulsed autologous dendritic cell vaccine,cancer,2C82.0
Tarvacin Anti-Viral,infection,1E50-1E51
TAS-103,tumour/cancer,2A00-2F9Z
TAS-116,tumour/cancer,2A00-2F9Z
TAS-119,tumour/cancer,2A00-2F9Z
TAS3681,cancer,2C82.0
Tasidotin hydrochloride,tumour/cancer,2A00-2F9Z
TAu mAb,disease,8A20
TBC-M4,infection,1C62
TC-2216,disorder,6A60-6E23
TCD-717,tumour/cancer,2A00-2F9Z
TCN-202,infection,1D82
TCN-P,leukaemia,2A60
TD-0714,failure,BD10-BD13
TD-1439,failure,BD10-BD13
TD-1473,colitis,DD71
TD-1607,infection,1B74-1G40
TDM-621,disorder,GA20-GA21
Tecentriq,cancer,2C94
Tecentriq,cancer,2C60-2C65
Tecentriq,cancer,2B91.Z
Tecentriq,malignancy,2B33.Y
Tecentriq,Melanoma,2C30
Tecentriq,syndrome,2A37
Tecentriq,cancer,2C94
Tecentriq,carcinoma,2C90
Tecentriq,carcinoma,2B60-2D01
Tecentriq,carcinoma,2C92.0
Tecentriqatezolizumab,leukaemia,2A60
Tecentriqatezolizumab,lymphoma,2A80
Tecentriqatezolizumab,adenocarcinoma,2B72
Tecentriqatezolizumab,carcinoma,2C12.02
Tecentriqatezolizumab,myeloma,2A83
Tecentriqatezolizumab,cancer,2C73
Tecentriqatezolizumab,cancer,2C10
Tecentriqatezolizumab,cancer,2C82.0
Tecentriqatezolizumab,cancer,2C25.Y
TECHNETIUM-99M-MRP20,imaging,N.A.
Tecogalan sodium,tumour/cancer,2A00-2F9Z
Tedalinab,Pain,MG30-MG3Z
Tedatioxetine,disorder,6B00
Tedatioxetine,disorder,6A70.3
Tefinostat,tumour/cancer,2A00-2F9Z
Teglarinad,Lymphoma,2A80-2A86
TEI-5178,Nephritis,GB40
TeloB-Vax,cancer,2C82.0
Temanogrel,disease,BA00-BE2Z
TEN010,tumour,2A00-2F9Z
TEN010,tumour/cancer,2A00-2F9Z
Teneligliptin,diabetes,5A11
Tergenpumatucel-L + indoximod + chemotherapy,cancer,2C25.Y
TESTOSTERONE BUCICLATE,Contraception,QA21
Tetrandrine,cancer,2B91.Z
Tetrandrine,Sarcoma,2A60-2C35
TEW-7197,syndrome,2A37
TEW-7197,tumour/cancer,2A00-2F9Z
TF2,cancer,2B91.Z
TG4040 (MVA-HCV),infection,1E50-1E51
TGF-BR2 mab,tumour/cancer,2A00-2F9Z
Therapeutic peptide subunit vaccine,cancer,2C82.0
Thiarabine,tumour/cancer,2A00-2F9Z
Thiopilocarpine,impairment,6D71
Thioureidobutyronitrile,tumour/cancer,2A00-2F9Z
Thymidine kinase-expressing adenovirus and ganciclovir suicide gene therapy,tumour/cancer,2A00-2F9Z
Tigapotide,cancer,2C82.0
Timothy grass extract,rhinitis,CA08.0
Timothy grass pollen extracts,Allergy,4A80-4A85
TK216,sarcoma,2B52
TKM-Ebola,infection,1D60.0
TM38837,disorder,5C50-5D2Z
TM38837,Obesity,5B81
TMB-607,infection,1C62
TMC-647055,infection,1E51.1
TMC649128,infection,1E51.1
TNO155,tumour/cancer,2A00-2F9Z
TNT009,pemphigoid,EB41.0
TNT009,anemia,3A20.1
