gene_name,drug_claim_name
TPM3,EO9
MST1R,PD-0166285
DRD2,CHEMBL1200503
OPRD1,Hydromorphone
CHUK,178102297
AR,HYDROCORTISONE SODIUM SUCCINATE
CDK5R1,HTS-05058
WRN,5
EZH2,PMID28394193-Compound-30
GCGR,TT-401
MAPT,ALLOXAN
,Moxidectin
THRB,FUMARPROTOCETRARIC ACID
GRIA1,CHEMBL3707379
CACNA1S,CHEMBL29919
CHRM1,135652699
NPSR1,SJ000044511
WEE1,SJ000259188
IL4,SAR-156597
HSD17B10,NSC-125910
HCN2,DB02315
,PTX-100
GABRA1,CHEMBL580
CSNK1A1,RICININE
ADORA2A,Regadenoson
PDE2A,DB07954
TYMSOS,cytarabine
POLB,ASTERRIC ACID
,Rucaparib
KRAS,Pimasertib
RGMA,318164809
TYR,Monoamine derivative 3
AR,GOSSYPOL
NRAS,E6201
ABCG2,VORICONAZOLE
,CX-717
MAPT,4
NMNAT3,DB04099
HDAC1,252166578
CYP2D6,arformoterol
DRD5,DB01186
ALDH2,ALD-401
NPPC,HORMONES
TP53,APG-115
SMAD3,GOSSYPOL
NDUFB5,CHEMBL3545135
GLP1R,METAPHIT METHANESULFONATE
PTGS1,178103794
PARP1,Niraparib Tosylate
AVPR1A,135652359
HTR2C,135650574
GLRA1,CHEMBL1200694
SIGMAR1,178103295
SLCO1B1,Elagolix
AVPR2,ATOSIBAN
TNFRSF13B,AUTO2
RAB9A,Benzoic Acid
TAC1,ETIDRONATE
TGFBR2,DB10772
TNK2,681640
AKR1C3,381744943
NR1I2,DB00977
,Meropenem + vaborbactam
HCAR2,178102415
CYP2C19,SKIMMIANINE
,IM156
POLB,MORIN
PKM,2-(STYRYL)-BENZIMIDAZOLE
MAOB,RASAGILINE
IL10,ATRA
THRB,178103533
CLK4,DOVITINIB
HTR1A,XYLOMETAZOLINE HYDROCHLORIDE
TACR1,135652683
GGPS1,135650015
TNF,ADALIMUMAB
IDH1,MEBEVERINE HYDROCHLORIDE
PIK3CG,381118873
FLT4,AZD-1152-HQPA
ROCK2,FASUDIL
CSF1R,385612180
RECQL,NOREPINEPHRINE
RAF1,354702286
RORC,PENTACHLOROPHENOL
,DB00114
CACNA1I,223366051
SLC18A2,178101475
KCNQ4,CHEMBL284348
PDGFRA,CHEMBL3545160
,Amoxicillin
RXFP2,252166543
ABCB1,rucaparib
CYP2C19,PHLORETIN
PPARD,ETOXAZOLE
ABL1,178102326
HIF1A,TYRPHOSTIN AG-835
CACNA1B,223366099
SCN4A,CHEMBL1200464
ADRA2A,DIPIVEFRIN
USP1,STICTIC ACID
MCHR1,PMID25522065-Compound-35
GRM2,178102948
RRM2,cladribine
CA2,GUAIACOL
DHODH,BAY2402234
HDAC5,7-ETHYL-10-HYDROXY-CAMPTOTHECIN
GABRB2,CHEMBL2096631
IRAK1,CENISERTIB
CRY1,252166810
ADRA2C,135649918
PIK3CA,CISPLATIN
CYP3A43,ticagrelor
ALDH1A1,PROPYLPARABEN
ATP4A,Esomeprazole magnesium + Aspirin
PTGES3,DIETHYLSTILBESTROL
GMNN,PARBENDAZOLE
FLT4,PI-88
PTGDR2,135649648
MC5R,135652464
,DB09208
NR1H4,Turofexorate isopropyl
EHMT2,MELPHALAN
NPSR1,SJ000114740
,Palivizumab
GRIN2D,AZD-6765
HTR6,178100292
ACE2,178103169
FEN1,SJ000082806
KAT2A,NORSTICTIC ACID
NPSR1,EFAVIRENZ
HDAC5,187051805
MS4A1,ibritumomab
ADRA2C,BETHANIDINE
CHRM1,DB00383
ERBB2,Her2-targeted autologous T-cell therapy
HAO1,DB07060
TOP1MT,DB00762
TGFB1,GENISTEIN
PRSS1,DB02744
DPYSL2,DB11638
THPO,SB-206553
SMAD3,GNF-PF-3201
DRD2,252166582
IL1B,CHEMBL1743026
GABRB3,TEMAZEPAM
,NDDP
PRCP,Piperidinyl triazole derivative 6
RORC,2
MAPK10,GEFITINIB
CTSL,PMID27998201-Compound-1
CDC7,249565897
GABRP,CHEMBL452
CYP3A4,CHELIDONINE (+)
C5AR1,329968390
PTGS1,DB02379
PLK1,WORTMANNIN
TRPV1,CHEMBL398338
KDM4A,MINAPRINE HYDROCHLORIDE
EGFR,ABT-806
,PMID30107136-Compound-Example11
TRPV2,DB14009
SLC46A1,178103301
MTNR1A,CHEMBL1218
CA1,DB08157
GCGR,53801051
ABCC1,docetaxel
AKT3,178101884
TGFB3,FRESOLIMUMAB
ALOX5,Diethylcarbamazine
CHRM1,PROMAZINE
EDNRB,178100723
CAPN1,DB04276
CXCR4,135650433
CDC42BPA,GSK-269962A
CYP3A4,ALDRIN
RORA,135651458
GSTP1,platinum
MTR,ENZYME INHIBITOR
HMGB1,ANTIBIOTIC
RAB9A,NSC-116702
TH,Metyrosine
PDHB,DB00119
TRPV1,PMID25666693-Compound-106
SERPINC1,eltrombopag
SMARCA4,TAZEMETOSTAT
VDR,LITHOCHOLIC ACID
SSTR5,135652025
PROKR2,252166724
NOS2,DB01234
,AJM-300
CD34,PUROMYCIN
HTR2A,Piperazine derivative 3
XDH,ROXITHROMYCIN
GPR183,178101169
HDAC8,PMID29671355-Compound-44
PIK3R2,CHEMBL3545324
TP53,TRICLOCARBAN
CYP2C19,MESALAMINE
CYP2C19,NSC-139257
CYP3A4,BETA-TOXICAROL
TXK,354702234
CXCL8,DB05855
EHMT2,NSC-71033
ADRB1,187051782
RET,TOZASERTIB
DYRK1B,PMID28766366-Compound-Scheme14BINDY
ROCK2,GW441756X
CDH17,SQUALAMINE
AVPR1B,Oxytocin
BAX,BETA-LAPACHONE
PARP1,INIPARIB
FLT3,178102286
HTT,Sodium phenylbutyrate
HTR6,DB00477
CYP2C19,NSC-28081
NF1,Cobimetinib
JAK2,DNDI1417467
BAZ2B,MECLIZINE DIHCL
NFE2L2,ANCITABINE
BAX,HYPERBARIC OXYGEN
EHMT2,VINPOCETINE
FLT4,CHEMBL2079588
JAK1,249565637
CACNA1F,53801066
ADRB2,PENBUTOLOL
ADORA2A,DB00358
GABRB2,CHEMBL451
PRCP,Piperidinyl pyrazole derivative 2
MAPK1,CALCIMYCIN
CYP2D6,CYPROTERONE
RPE65,RETINOIC ACIDS
E2F1,HOECHST 33258
KAT2A,ARACHIDONOYL GLYCINE
TUBB4B,MAYTANSINOL
,Metronidazole
DDR1,178102314
NPM1,midostaurin
,EEA
NFE2L2,TETRADIFON
HSPA4,NIFEDIPINE
PADI1,O-F-AMIDINE
NR1I2,DB01174
RAD54L,DNDI1417502
KCNJ11,MITIGLINIDE
IDH1,GNF-PF-3906
IDO1,
CBX1,FLUPIRTINE
FAAH,178103305
AR,DB00675
ABCC3,cisplatin
ERBB2,Trastuzumab biosimilar
,LX-7101
AURKB,GNF-PF-3023
TUBB2A,CHEMBL2110725
KDM4E,TYRPHOSTIN AG-835
TF,DB14518
HTR1A,paroxetine
GPX4,DB00143
NT5E,PMID28870136-Compound-37
ITPA,purine analogues
XRCC1,MUSTARD
LCK,CHEMBL3545133
KDM5A,NCGC00381656-01
ALOX15B,DIPYRONE SODIUM
MYC,6-TG
PSMC2,CARFILZOMIB
HDAC1,PMID29671355-Compound-43
SCN7A,CHEMBL1769
RXRB,CHEMBL464
TYR,Resorcinol compound 16
GNRHR,135651186
AR,FLUOXETINE
HDAC6,PMID29671355-Compound-19
ATXN2,NSC-106547
CLEC12A,CLL1-specific gene-engineered T cells
NFE2L2,AZACITIDINE
CHRNA2,METOCURINE IODIDE
,NP-2
CHRM3,DB00599
PMP22,KETOPROFEN
GABRB1,MIDAZOLAM
KCNA6,135652058
GRM5,318164828
RECQL,7
GLS,PMID30273516-Compound-14
MAPT,APOMORPHINE HYDROCHLORIDE HEMIHYDRATE
IKBKB,DB00795
GABRA4,CHEMBL568
CA2,DB08301
ADRA1B,NOREPINEPHRINE
HCN1,135652734
SCN10A,381118829
ABCC2,atazanavir
SMN2,RETUSIN 7-METHYL ETHER
ALOX5,BIM23A760
CDK4,PMID25726713-Compound-47
HDAC2,SB939
HIF1A,PARAROSANILINE
AR,IODOCARB
CYP3A4,ARTHONIOIC ACID
SHBG,DB03467
P2RY12,135651428
GALR1,nicotine
GABRA3,ZOPICLONE
CYP3A4,PROCHLORPERAZINE
TP53,TCMDC-123764
PSEN2,R-flurbiprofen
TUBB2B,DB07574
PDE2A,PMID27321640-Compound-75
GABRG2,PRAZEPAM
GRIN2B,135652741
HTR2B,DB06148
MAPKAPK2,DB07234
PIK3CA,CHEMBL3544966
,Rifamycin
TUBB1,NSC-753575
GABRA3,CHEMBL3707317
,S-2150
HRH1,BENZQUINAMIDE
AKT3,GDC-0068
GRIN2A,CHEMBL1256818
CCKAR,315661140
TYR,Resorcinol compound 4
CYP3A4,LINOLENIC ACID
APOBEC3G,3-O-METHYLQUERCETIN
EREG,PANITUMUMAB
BMP7,cyclophosphamide
SLIT1,etoposide
AVPR1A,135651087
HDAC2,PMID29671355-Compound-67
KDR,223366147
DRD4,PARDOPRUNOX
HSD17B10,MANGOSTIN
CDK4,178102574
PYGM,DB02320
BRD2,ABBV-744
TYK2,374883879
MYOD1,GOSERELIN
,PMID29865878-Compound-46
PTGFR,BOL-303259-X
GFAP,HYDROGEN PEROXIDE
S1PR1,TCMDC-123713
SLC1A2,178101252
SFTPA1,RETINYL PALMITATE
CALCA,CHEMBL3833320
TRPM2,178101017
MAS1,178103618
EHMT2,XANTHINE AMINE CONGENER
,Carabersat
TERT,Epithalon
GABRB2,CHEMBL931
HTR3A,ONDANSETRON
SRC,178102336
CNR2,135650489
MAPK10,DB08011
STK11,MEK inhibitor
,AMEP
CDK4,CHEMBL564829
FAAH,PMID29053063-Compound-11d
PIK3CB,354702272
VEGFA,BEVACIZUMAB
ANXA1,PREDNISONE
GABRB1,BROMAZEPAM
KDM4E,SARCOLYSIN
PDGFRA,olaratumab
TYR,Aromatic hydrazine carboxyimidoamide derivative 2
SIRT1,SRT-1720
ESR2,CHEMBL2106615
ADA,DB02830
HTR1A,PMID30124346-Compound-LDT8
CCKBR,178100665
SMN1,ANISINDIONE
,ND-1.1
MAPK1,O-DEMETHYLATED ADAPALENE
ADRA2C,CHEMBL1200432
USP1,SEMAXANIB
CTSL,PMID27998201-Compound-9
PSMC5,BORTEZOMIB
HEBP1,Thiazole derivative 3
HTR5A,135651015
FDPS,DB00884
GABRA1,DB11582
FLT3,CHEMBL223360
,Barbiturate
HRH3,S-38093
PTGS1,DB01050
ADORA2A,384403632
CYP2A6,Methoxsalen
CHRNB4,CHEMBL1245
AQP1,DIMETHYL SULFOXIDE
KDR,Cabozantinib
TCF7L2,cyclosporine
PRMT1,178103607
RARB,135651418
ABCG2,ezetimibe / rosuvastatin
MAOA,PMID25399762-Compound-Figure1-Eryngiolide A
TUBB2A,NSC-753582
,CDX-1401
NFE2L2,DOCEBENONE
RACGAP1,IMINOSTILBENE
MS4A1,Ublituximab
CYP2D6,PYRAZINAMIDE
SCN10A,DB00281
C5,DB14487
GABRA1,CHEMBL1256
SLC2A4,INTRALIPID
EPOR,EPOETIN ALFA
AURKC,CHEMBL482767
ESR1,CHEMBL487
SLC12A1,CHEMBL1072
NFE2L2,GNF-PF-1702
ESR1,DESOGESTREL
DPP7,US8470836
NR1H4,OBETICHOLIC ACID
P2RY13,135651401
EHMT2,DEXTROMEPROMAZINE
SLC6A4,DB00182
MMP8,252827503
DNASE1L3,PMID27019002-Compound-46
PBRM1,NIVOLUMAB
HPGD,PD-98059
HIF1A,LORATADINE
TNFRSF10B,Anti-DR5 cells
ADRA2C,135650026
CYP3A4,NATEGLINIDE
F10,DB07974
,PMID29865878-Compound-48
BRAF,cobimetinib
,PMID25656651-Compound-20a
ADRA2A,ERGOLOID MESYLATE
DPP4,178102929
CDK2,BETA-LAPACHONE
HTR1E,135651367
ADORA1,BG-9928
DRD1,dextroamphetamine
CDK9,Pyrazolo[1
PIK3CA,PKI-587
FEN1,PICEATANNOL
USP1,LINTITRIPT
GSK3B,249565696
GABRG3,CHEMBL1200733
MMP2,RAMIPRIL
IDO1,
GHR,PEGVISOMANT
TPI1,DB07387
CYP1A2,(S)-MEXILETINE
DRD3,DB01184
DLL4,Navicixizumab
BRCA1,7
GRM3,135650164
NR1H4,CONICASTEROL B
CYP3A4,DACARBAZINE
EGFR,HM61713
TLR9,THIOMERSAL
CHRNA4,CHEMBL188462
NR1I2,DB06777
CHRNA4,178100789
GABRB1,BROMAZEPAM
MET,SGX523
CSNK1A1,SB-202190
OPRM1,OXYCODONE
PLAU,PMID18163548C4
FDPS,DB00630
ERBB2,HKI-272
CYP3A4,6-3'-DIMETHYLFLAVONE
HCRTR2,1
,Delamanid
GABRB3,FOSPROPOFOL
KISS1R,135652244
ALDH1A1,NAN-190
DYRK1B,PALBOCICLIB
CUL4A,CHEMBL468
LGMN,Legumain-cleavable doxorubicin prodrugs
EHMT2,GABACULINE HYDROCHLORIDE
CHRM2,DB12278
HSPA8,ELLAGIC ACID
EHMT2,SANGUINARIUM CHLORIDE
FGFR2,PONATINIB
PLG,CHEMBL2108791
SLC6A9,PMID29338548-Compound-49
NT5E,CPI-006
HSP90AB1,GEDUNIN
MCOLN3,BUTACLAMOL HYDROCHLORIDE
IL2,DB03957
BRD3,404859011
ADRA1A,DB00610
CDK4,PD0332991
ADRA1A,PHENYLEPHRINE
CDK4,LY2835219
PLAU,DB04059
CDK3,RGB-286638
VEGFA,DB01120
POLI,HAEMATOXYLIN
CYP2C9,DIGOXIN
GABRA1,MEPROBAMATE
RAD52,METHIOTHEPIN MESYLATE
CYP19A1,TRIIODOTHYRONINE
RAPGEF3,ACRIFLAVINE CHLORIDE
CTSS,363894149
PTGS2,CHEMBL1071
ENO2,INSULIN
CTGF,INOSITOL
TLR9,Tumor necrosis factor alpha (TNF-alpha) inhibitors
CDK12,CHEMBL445813
FGFR1,CHEMBL3545421
KIF11,ARRY-520
HTR2A,TNX-102
CDK4,LEE011
GRIA2,178101068
HLA-C,Drugs For Treatment Of Tuberculosis
TMPRSS15,US8609715
TNF,INFLIXIMAB
SLC6A3,PSN602
IDH1,SAQUINAVIR
SLC1A3,178101329
CDK6,387065612
GRIA2,CHEMBL220492
OPRM1,CHEMBL1200531
,INO-3401
MARK3,TOZASERTIB
CDK14,CHEMBL445813
C1R,DB06404
AR,APALUTAMIDE
TGFBR1,404859109
CNR1,Pyrazole derivative 38
TYR,DB01055
PLAU,Upamostat
MPHOSPH8,MYRICETIN
CHRM2,DB01148
OPRD1,135650689
HLA-E,adalimumab
FAS,BUTYRATE
PTGS1,ETHYL EICOSAPENTAENOIC ACID
KCNB2,CHEMBL113461
JAK3,178102342
OPRK1,GNTI
ADRA2C,135651430
GABRG3,CHEMBL450
VEGFA,ALG-1001
MAPK3,PHENETHYLISOTHIOCYANATE
CDK4,CHEMBL1230607
STAG2,Dabrafenib
ESR1,Anastrozole
GLP1R,135652515
EPOR,CAPSAICIN
GNAQ,Refametinib
CHRNA3,VARENICLINE
CNR2,DRONABINOL
ALDH1A1,GNF-PF-4945
TRPV1,178101126
PIK3CG,CHEMBL1922094
HTR1A,135650779
HRH1,DB00342
PTGS1,135650365
CD274,FAZ053
ESR1,DB14548
OPRD1,NALOXONE
KDR,PAZOPANIB
,TRAMETINIB
ERBB2,tipiracil / trifluridine
STAT5B,RHGH
ESR1,RAD1901
CA1,Dichlorphenamide
PPARG,(R)-2
JAK2,PMID27774822-Compound-Figure10Compound4
KDM4C,Pyrido[1
HDAC8,FK-228
MAPK12,CRYPTOLEPINE HYDROCHLORIDE
,SM-04690
TP53,IOXYNIL
ATAD5,ISOVELLERAL
MUC16,TOPOTECAN
PLK2,US8598172
GABRP,TEMAZEPAM
FDFT1,135649688
HSPA8,NSC-119913
CBFB,ERGOCORNINE
F2,DB07353
GRIA3,DB14509
NR1I2,doxycycline
FYN,PAZOPANIB
PTGS2,DB09213
GHR,PEGVISOMANT
RACGAP1,NANAOMYCIN
POLK,LEVODOPA
NPC1,GRINIMIBINE
PIK3CG,BKM120
RET,375973221
PDGFRA,PAZOPANIB
F10,DB04673
APH1A,PMID28350212-Compound-36
SCN9A,CHEMBL918
ADRA1D,135650746
FCGR2A,DB00002
NRAS,INOSITOL
HRH1,135650102
AR,PILSICAINIDE
MAP3K2,CI-1040
DRD1,N-DESMETHYLCLOZAPINE
TGM2,Chloroacetyl ester derivative 1
TNFRSF4,178101769
IL4R,AER001
BTK,363894155
CYP1A2,DYCLONINE
,AZD-8418
DNASE1L3,PMID27019002-Compound-21b
PDK1,Heteroaryl-carboxamide derivative 6
SLC6A2,DB00245
PPARG,ENOXOLONE
CSF1R,CHEMBL3544962
MYLK2,135652052
NFE2L2,ROTENONE
PPARA,K-877
MYO9B,TESTOSTERONE
PPARA,135651287
PLA2G2A,IL-6
TP53,PROCHLORPERAZINE EDISYLATE
FLT3,Ki23819
IDH1,1-O-ACETYLGEOPYXIN A
ETFDH,DB00331
,Peptide analog 29
ADORA3,135652726
GABRA5,178101181
HLA-A,sertraline
KRAS,AG490
TP53,AZD2461
GSK3B,DB14509
EHMT2,IPRONIAZID PHOSPHATE
SAMD3,TGFBETA1
PTGDR2,318164796
IVL,RETINOID
PTK2,ENTRECTINIB
FGFR2,DB08901
ATP1A1,CHEMBL3545057
TBK1,Pyrimidinyl compound 5
DPP4,Kombiglyze XR/Komboglyze FDC
IDH1,Bevacizumab
RIPK1,384403668
GCLC,DB00142
MAOB,CHF-3381
JAK2,SAR302503
ADRB1,DB09204
SSTR4,223366096
GRIN3B,DB01173
VDR,CADMIUM ACETATE
JAG1,CORTISOL
WRN,SENNOSIDE B
NEK4,TAE-684
GABRB2,NITRAZEPAM
ADRA2A,DB00714
FCGR3B,CYCLOSPORINE
HPGD,GNF-PF-4945
ROCK1,310264691
PSMA4,CARFILZOMIB
HTR1B,135649837
NFE2L2,SJ000121029
MGLL,OCTHILINONE
ADRB1,BUCINDOLOL
CP,DB14501
CYP2C19,(R)-FELODIPINE
MAPT,MMV085203
IMPDH1,PMID28074661-Compound-WO2009018344C78
HTR2B,METHYLENEDIOXYMETHAMPHETAMINE
ESR1,DB00481
KIT,XL999
CHEK1,CHEMBL574737
PPARD,HEXACHLOROPHENE
AR,TCMDC-123920
GABRA4,DB00463
NCSTN,IC261
PSIP1,US9132129
CXCL10,HUMAN CHORIONIC GONADOTROPIN
,Dabrafenib
SYK,178102668
ADRA1A,DB00777
CNR1,Imidazolidine-2
NR1H4,PMID29649907-Compound-9
TACR3,AZD2624
TNFSF4,RG7888
DAGLA,381744927
SLC6A4,HORMONES
CYP1A2,METOCLOPRAMIDE
HLA-DQB1,flucloxacillin
GAA,SALACINOL
TP53,HYDRALAZINE HYDROCHLORIDE
CFTR,CROFELEMER
NPR1,PL-3994
,PMID27774822-Compound-Figure10Compound12
HTR1D,135651367
CAST,DHT
CNR1,Pyrazole derivative 18
PCBD1,H2O2
FGFR3,R3MAB
CHRM3,DB14185
TRPV1,TRPV1 ANTAGONIST
CDK9,PHA-767491
SGK2,SOTRASTAURIN
PGR,DB05253
ALOX15,4
CYP7B1,LYCOPENE
GABRE,TRIAZOLAM
CSF1R,SP-600125
OPRM1,acetaminophen
S100A6,DB11093
GRM1,178102975
AKR1C3,DB02056
MAPT,DERRUBONE
PIK3R1,XL765
ABCC2,oxcarbazepine
TH,SAPONIN
IL12B,Ad-RTS-IL-12
OPRK1,DB06274
CXCL8,PMA
TDO2,
RACGAP1,AMINODIMETHOXYQUINAZOLINYLPIPERAZINE
P2RY2,INS-37217
GMNN,4-(7-METHYLOCTYL)PHENOL
PTGFR,PGF2ALPHA-IE
XIAP,PMID25980951-Compound-10
SCN5A,DB01195
HSD17B10,CICHORIC ACID
GALR3,178102751
PTGS2,NAPROXEN
ABCC1,SAQUINAVIR MESYLATE
MAP3K13,328083457
HMGB1,HEXAMETHYLENEBISACETAMIDE
APOA1,PROGESTOGENS
VEGFA,MP0250
FLT1,CYC-116
ALK,Pembrolizumab
CASP3,TCMDC-124307
DCK,daunorubicin
TOP1,DIFLOMOTECAN
KCNH2,TCMDC-124635
KYNU,DB00114
VDR,TIOXOLONE
GSK3B,OLEANOLIC_ACID
HTR2A,252166633
,SRD-441
GZMA,CC CHEMOKINES
JAK2,AZD1480
PIN1,SJ000044511
,Indole-based analog 12
HDAC11,PMID29671355-Compound-36
PC,CORTISOL
GGT1,DB00143
GABRG2,CHEMBL1200802
ME2,DB03499
JAK1,Aminooxazole carboxamide derivative 1
DDIT3,NICOTINE
TTK,CHEMBL3544955
HTR7,135650580
APEX1,TRANSPLATIN
SMAD3,DNDI1417722
TNFRSF1B,178101766
CACNA1C,FELODIPINE
CTSE,252166834
HIF1A,TRETINOIN
RAF1,Sorafenib
NTRK3,HESPERADIN
,PMID29865878-Compound-49
SLC6A4,DB00514
CYP2D6,CIPROFLOXACIN
MAPK14,HALOPERIDOL
LIPG,404859111
CYP3A4,TETRACYCLINE
CYP3A4,REMOXIPRIDE
GABRE,MIDAZOLAM
PRKCG,SOPHORETIN
DPP4,DB08429
CALR,GENTAMICIN
BAZ2B,HINOKITIOL
COL3A1,COLLAGENASE
CBX1,DEPHOSTATIN
RAD54L,HARMAN
AR,4-CHLOROBENZALDEHYDE
CFI,TGFBETA1
THRB,DEPHOSTATIN
,Imidazopyrimidinone derivative 1
ESR1,Olaparib
CHRNA2,DB01199
KMO,Cyclopropane 1-carboxylic acid derivative 4
TACR1,Palonosetron and fosnetupitant
DRD5,135649985
S1PR3,SJ000189154
APEX1,HEMATOXYLIN
KRAS,Carboplatin
NAAA,DB14009
SSTR1,OCTREOTIDE
OPRD1,135650682
TSPO,Quinoline carboxamide derivative 8
CACNA1E,CHEMBL1200382
NFKBIA,gefitinib
PARP2,CHEMBL1094636
GSR,VITAMIN A
KDM4A,NSC-234945
,Nexopamil
CYP1A2,TPCK
VDR,DOCUSATE
KDM4E,EBSELEN
SOX10,carboplatin
MAPK8,PMID25991433-Compound-J3
,Amitriptyline
PPARA,DB05416
KDM5C,249565909
FLT4,178102559
CBX1,OXOLINIC ACID
SPTBN1,DB03401
ELANE,Uracil derivative 1
BTK,Pyrrolo[2
ABL1,PROGESTERONE
CCNE1,AMG900
LYN,ENTRECTINIB
KCNK6,DB00308
RECQL,ZINC 03369470
PGR,178100448
IL6,OP-R003
ADRA1A,TERAZOSIN
,ALN-TTR01
FLT1,E-3810
GRM2,PMID25435285-Compound-47
EIF4E,ISIS-EIF4ERX
ADRA1A,MEDETOMIDINE
GADD45A,CISPLATIN
EDN1,THIOURACIL
NT5E,PMID28870136-Compound-56
IFNAR1,DB14999
PDE4B,AMRINONE
CACNA1C,DB01110
ALB,(-)-EPICATECHIN
,PMID27109571-Compound-6
MAPT,N-(4-NITROPHENYL)ANTHRANILIC ACID
NTRK1,N-acylpiperidine ether derivative 1
BDNF,12-O-TETRADECANOYLPHORBOL-13-ACETATE
PLK1,DNDI1417181
GPR32,135651504
PLK1,ACRIFLAVINE CHLORIDE
RECQL,ARACHIDONOYL GLYCINE
BIRC2,PMID25980951-Compound-38
MET,MACROCARPAL A
GRIN1,DB04896
FGFR3,Brivanib
CACNA1I,PARAMETHADIONE
MINK1,SB-220025
EHMT2,GNF-PF-1644
KDM4C,GNF-PF-67
CYP2C19,LAMOTRIGINE
TNFRSF8,DB06324
NMT2,DB02271
RET,Sunitinib
CYP3A4,celecoxib
HGF,Trastuzumab
CYP2C19,lacosamide
KAT5,6-DECYLSALICYLIC ACID
PDE2A,Pyrido[1
INSR,CHEMBL1201543
HDAC4,7-ETHYL-10-HYDROXY-CAMPTOTHECIN
CYP1A2,3-HYDROXYBENZYLHYDRAZINE DIHYDROCHLORIDE
CHRM1,DB00568
FLT4,GSK-269962A
RET,CABOZANTINIB
FGFR2,DB01109
CCR9,315661327
KDR,XL647
GMNN,CAMBENDAZOLE
MAP4K2,ALSTERPAULLONE
THRB,ZYT-1
HRH1,DB00797
SLC6A9,PMID29338548-Compound-20
SNCA,GENTIAN VIOLET
CA1,178103455
SLC18A2,SOM3355
TP53,unspecified ERBB3 antibody
ADRA2B,135651547
CSNK1G3,DB04751
F10,DB13923
,Biaryl mannoside derivative 16
KDM4A,N-DEACETYLCOLCHICEINE
KIF11,223366041
NPSR1,CALCIMYCIN
MTOR,VS-5584
HTR2C,DB05492
CYP2D6,IBUPROFEN
OPRD1,buprenorphine
ESR1,Androgen restored contraceptive
GRIA1,178101066
CYP3A4,NORDIHYDROGUAIARETIC ACID
HDAC10,CHIDAMIDE
RUNX1,CY-208243
CHRM2,135651331
GAK,223366123
ABCC5,zidovudine
BCL2,Taxol
POLK,QUERCETIN
CDKN1B,AMINOGLYCOSIDES
ADORA2B,135650706
COL1A2,CHEMBL2108709
HTR3B,nicotine
KAT2A,AURINTRICARBOXYLIC ACID
GALR1,178102697
,Imatinib and nilotinib derivative 1
PPARA,DB00159
CYP3A4,ranolazine
DYRK1A,PMID28766366-Compound-Scheme9EHT3356
HTR6,135650212
PIK3CA,Pertuzumab
CA4,Sulfamylon
PPARG,celecoxib
,Bafetinib
PDCD1,135652744
AD5,CHEMBL1090771
GMNN,TOZASERTIB
NR1I2,THEONELLASTEROL B
MAOA,8-[3-(TRIFLUOROMETHYL)PHENOXYMETHYL]CAFFEINE
ADRA1A,DB00457
MITF,8-FLUOROTRYPTANTHRIN
KLB,ethanol
LTB4R,LTB 019
FNTA,DB07771
FLT4,VANDETANIB
GABRA5,178101163
KDR,CHEMBL274654
PIK3CG,RAS INHIBITOR
CTSB,PMID27998201-Compound-11
LHCGR,MENOTROPINS
NFKBIA,(+)-TUBERIFERIN
MARK3,GSK-269962A
TOP1MT,DB01030
THRB,EPROTIROME
PLAU,DB03476
CES1,trandolapril
RAPGEF4,FLUORESCEIN DIACETATE
ABCC5,252827486
REN,muraglitazar
GNRHR,DB06825
CPB1,DB04272
ITGB3,CILENGITIDE
EGFR,178102587
LTB4R,178100419
SDC1,BT-062
IL17RA,CNTO-6785
C3,inhibitor
NTS,NIFEDIPINE
CYP2D6,PROPYLTHIOURACIL
CD86,KINASE INHIBITOR
HSF1,BIMOCLOMOL
CYP2C9,FLUVOXAMINE
USP1,GW7647
CACNA1D,DB00270
FOS,MAPK INHIBITORS
CDK5,FASUDIL
HSP90AB1,SNX-5422
CYP3A4,CHRYSIN
PAH,DB02562
,PENCLOMEDINE
HRH1,Emedastine
GABRP,CHEMBL1256
ADRA1A,CHEMBL723
,CBX-129801
SRC,DB08054
HSP90AB1,ZEARALANONE
BRAF,178103108
CACNA1C,CHEMBL1237132
IMPDH1,DB00811
IL2RA,METHYLPREDNISOLONE
MET,EMD-1214063
CYP3A4,TANGERETIN
CD22,Moxetumomab pasudotox
HDAC6,PMID29671355-Compound-38b
GPR55,135651394
GRIN2D,CHEMBL2068724
TUBB4B,CHEMBL378544
TUBA1C,CHEMBL2110725
MET,BMS-777607
HDAC4,DB14548
GABRA2,CLORAZEPATE
CD28,Belatacept
SSTR2,178102260
CACNA1B,CNSB-004
ADSSL1,DB02109
CYP1A2,esomeprazole
P2RY6,135651412
GRIN1,haloperidol
P2RY4,135651592
S1PR5,135649942
MAP2K7,DABRAFENIB MESYLATE
GABRA4,178101139
KDR,REGORAFENIB
FPR2,AG-09/96
GRIN2A,MEMANTINE
ART1,DB01854
MMP12,223366174
ATP2A1,THAPSIGARGIN
PGR,NPC-01
HRH2,CHEMBL2110372
HTR1D,135650564
WRN,DEOXYVASICINONE
SSTR3,135651887
ADORA2A,CHEMBL1200569
CDK2,CARBOPLATIN
ADRB2,CHEMBL1200405
SMO,PMID25726713-Compound-43
HTR7,135650903
NQO2,NSC-645809
DRD2,BIM23A760
CLK4,ILORASERTIB
ABCG2,CICLOSPORIN
TJP1,ETHANOL
ADORA2A,135650636
DPP4,Tricyclic heterocycle derivative 6
