Drug_name,Pathway_name,smpdb-id,category
N,N-dimethylglycine,Betaine Metabolism,SMP0000123,metabolic
N,N-dimethylglycine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
N,N-dimethylglycine,Sarcosine Oncometabolite Pathway,SMP0002313,disease
N,N-dimethylglycine,Methionine Metabolism,SMP0000033,metabolic
N,N-dimethylglycine,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
N,N-dimethylglycine,Non-Ketotic Hyperglycinemia,SMP0000223,disease
N,N-dimethylglycine,Sarcosinemia,SMP0000244,disease
N,N-dimethylglycine,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
N,N-dimethylglycine,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMP0000214,disease
N,N-dimethylglycine,Glycine N-Methyltransferase Deficiency,SMP0000222,disease
N,N-dimethylglycine,Dimethylglycine Dehydrogenase Deficiency,SMP0000242,disease
N,N-dimethylglycine,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000340,disease
N,N-dimethylglycine,Hypermethioninemia,SMP0000341,disease
N,N-dimethylglycine,Dimethylglycine Dehydrogenase Deficiency,SMP0000484,disease
N,N-dimethylglycine,Hyperglycinemia, Non-Ketotic,SMP0000485,disease
N,N-dimethylglycine,Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type,SMP0000570,disease
N,N-dimethylglycine,3-Phosphoglycerate Dehydrogenase Deficiency,SMP0000721,disease
Dihydroorotic Acid,Pyrimidine Metabolism,SMP0000046,metabolic
Dihydroorotic Acid,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Dihydroorotic Acid,beta-Ureidopropionase Deficiency,SMP0000172,disease
Dihydroorotic Acid,Dihydropyrimidinase Deficiency,SMP0000178,disease
Dihydroorotic Acid,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
Xanthine,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Xanthine,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Xanthine,Xanthinuria Type I,SMP0000512,disease
Xanthine,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Xanthine,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Xanthine,Purine Metabolism,SMP0000050,metabolic
Xanthine,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Xanthine,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Xanthine,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Xanthine,Mercaptopurine Action Pathway,SMP0000428,drug_action
Xanthine,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Xanthine,Adenosine Deaminase Deficiency,SMP0000144,disease
Xanthine,AICA-Ribosiduria,SMP0000168,disease
Xanthine,Molybdenum Cofactor Deficiency,SMP0000203,disease
Xanthine,Azathioprine Action Pathway,SMP0000427,drug_action
Xanthine,Thioguanine Action Pathway,SMP0000430,drug_action
Xanthine,Xanthinuria Type II,SMP0000513,disease
Pyridoxamine-5'-Phosphate,Vitamin B6 Metabolism,SMP0000017,metabolic
Pyridoxamine-5'-Phosphate,Hypophosphatasia,SMP0000503,disease
Malonic acid,Fatty Acid Biosynthesis,SMP0000456,metabolic
2',3'-Dideoxyadenosine triphosphate,Didanosine Action Pathway,SMP0000739,drug_action
Pyridoxine phosphate,Vitamin B6 Metabolism,SMP0000017,metabolic
Pyridoxine phosphate,Hypophosphatasia,SMP0000503,disease
1,2-Dihydroxybenzene,Tyrosine Metabolism,SMP0000006,metabolic
1,2-Dihydroxybenzene,Tyrosinemia Type I,SMP0000218,disease
1,2-Dihydroxybenzene,Disulfiram Action Pathway,SMP0000429,drug_action
1,2-Dihydroxybenzene,Alkaptonuria,SMP0000169,disease
1,2-Dihydroxybenzene,Hawkinsinuria,SMP0000190,disease
1,2-Dihydroxybenzene,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
1,2-Dihydroxybenzene,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
1,2-Dihydroxybenzene,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
4-methylthio-2-oxobutanoic acid,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
4-methylthio-2-oxobutanoic acid,Methionine Metabolism,SMP0000033,metabolic
4-methylthio-2-oxobutanoic acid,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
4-methylthio-2-oxobutanoic acid,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,SMP0000214,disease
4-methylthio-2-oxobutanoic acid,Glycine N-Methyltransferase Deficiency,SMP0000222,disease
4-methylthio-2-oxobutanoic acid,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),SMP0000340,disease
4-methylthio-2-oxobutanoic acid,Hypermethioninemia,SMP0000341,disease
4-methylthio-2-oxobutanoic acid,Homocystinuria-Megaloblastic Anemia Due to Defect in Cobalamin Metabolism, cblG Complementation Type,SMP0000570,disease
Orotic acid,Pyrimidine Metabolism,SMP0000046,metabolic
Orotic acid,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Orotic acid,beta-Ureidopropionase Deficiency,SMP0000172,disease
Orotic acid,Dihydropyrimidinase Deficiency,SMP0000178,disease
Orotic acid,UMP Synthase Deficiency (Orotic Aciduria),SMP0000219,disease
Glyceraldehyde-3-Phosphate,Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease,SMP0000374,disease
Glyceraldehyde-3-Phosphate,Transaldolase Deficiency,SMP0000520,disease
Glyceraldehyde-3-Phosphate,Fructose-1,6-diphosphatase Deficiency,SMP0000562,disease
Glyceraldehyde-3-Phosphate,Triosephosphate Isomerase,SMP0000563,disease
Glyceraldehyde-3-Phosphate,Fanconi-Bickel Syndrome,SMP0000572,disease
Glyceraldehyde-3-Phosphate,Warburg Effect,SMP0000654,metabolic
Glyceraldehyde-3-Phosphate,Glycolysis,SMP0000040,metabolic
Glyceraldehyde-3-Phosphate,Fructose and Mannose Degradation,SMP0000064,metabolic
Glyceraldehyde-3-Phosphate,Glycerol Phosphate Shuttle,SMP0000124,metabolic
Glyceraldehyde-3-Phosphate,Glucose-6-phosphate Dehydrogenase Deficiency,SMP0000518,disease
Glyceraldehyde-3-Phosphate,Glycogenosis, Type VII. Tarui Disease,SMP0000531,disease
Glyceraldehyde-3-Phosphate,Phosphoenolpyruvate Carboxykinase Deficiency 1 (PEPCK1),SMP0000560,disease
Glyceraldehyde-3-Phosphate,Glycogenosis, Type IB,SMP0000573,disease
Glyceraldehyde-3-Phosphate,Pentose Phosphate Pathway,SMP0000031,metabolic
Glyceraldehyde-3-Phosphate,Gluconeogenesis,SMP0000128,metabolic
Glyceraldehyde-3-Phosphate,Mitochondrial Electron Transport Chain,SMP0000355,metabolic
Glyceraldehyde-3-Phosphate,Ribose-5-phosphate Isomerase Deficiency,SMP0000519,disease
Glyceraldehyde-3-Phosphate,Fructosuria,SMP0000561,disease
Glyceraldehyde-3-Phosphate,Glycogenosis, Type IC,SMP0000574,disease
Glyceraldehyde-3-Phosphate,Glycogenosis, Type IA. Von Gierke Disease,SMP0000581,disease
Glyceraldehyde-3-Phosphate,Fructose Intolerance, Hereditary,SMP0000725,disease
Protoporphyrin,Porphyrin Metabolism,SMP0000024,metabolic
Protoporphyrin,Acute Intermittent Porphyria,SMP0000344,disease
Protoporphyrin,Porphyria Variegata (PV),SMP0000346,disease
Protoporphyrin,Hereditary Coproporphyria (HCP),SMP0000342,disease
Protoporphyrin,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,SMP0000345,disease
Alpha-D-Galactose-1-Phosphate,Galactose Metabolism,SMP0000043,metabolic
Alpha-D-Galactose-1-Phosphate,Lactose Synthesis,SMP0000444,metabolic
Alpha-D-Galactose-1-Phosphate,Galactosemia,SMP0000182,disease
Alpha-D-Galactose-1-Phosphate,Galactosemia II (GALK),SMP0000495,disease
Alpha-D-Galactose-1-Phosphate,GLUT-1 Deficiency Syndrome,SMP0000580,disease
Alpha-D-Galactose-1-Phosphate,Nucleotide Sugars Metabolism,SMP0000010,metabolic
Alpha-D-Galactose-1-Phosphate,Galactosemia III,SMP0000496,disease
Alpha-D-Galactose-1-Phosphate,Congenital Disorder of Glycosylation CDG-IId,SMP0000579,disease
Selenocysteine,Selenoamino Acid Metabolism,SMP0000029,metabolic
Guanine,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Guanine,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Guanine,Xanthinuria Type I,SMP0000512,disease
Guanine,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Guanine,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Guanine,Purine Metabolism,SMP0000050,metabolic
Guanine,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Guanine,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Guanine,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Guanine,Mercaptopurine Action Pathway,SMP0000428,drug_action
Guanine,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Guanine,Adenosine Deaminase Deficiency,SMP0000144,disease
Guanine,AICA-Ribosiduria,SMP0000168,disease
Guanine,Molybdenum Cofactor Deficiency,SMP0000203,disease
Guanine,Azathioprine Action Pathway,SMP0000427,drug_action
Guanine,Thioguanine Action Pathway,SMP0000430,drug_action
Guanine,Xanthinuria Type II,SMP0000513,disease
D-threo-neopterin,DOPA-Responsive Dystonia,SMP0000486,disease
D-threo-neopterin,Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency,SMP0000487,disease
D-threo-neopterin,Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps),SMP0000488,disease
D-threo-neopterin,Pterine Biosynthesis,SMP0000005,metabolic
D-threo-neopterin,Hyperphenylalaninemia Due to DHPR-Deficiency,SMP0000489,disease
D-threo-neopterin,Segawa Syndrome,SMP0000490,disease
D-threo-neopterin,Sepiapterin Reductase Deficiency,SMP0000491,disease
Cytidine-5'-Triphosphate,Pyrimidine Metabolism,SMP0000046,metabolic
Cytidine-5'-Triphosphate,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),SMP0000202,disease
Cytidine-5'-Triphosphate,Sialuria or French Type Sialuria,SMP0000216,disease
Cytidine-5'-Triphosphate,Sialuria or French Type Sialuria,SMP0000217,disease
Cytidine-5'-Triphosphate,Salla Disease/Infantile Sialic Acid Storage Disease,SMP0000240,disease
Cytidine-5'-Triphosphate,Clarithromycin Action Pathway,SMP0000248,drug_action
Cytidine-5'-Triphosphate,Roxithromycin Action Pathway,SMP0000251,drug_action
Cytidine-5'-Triphosphate,Gentamicin Action Pathway,SMP0000254,drug_action
Cytidine-5'-Triphosphate,Oxytetracycline Action Pathway,SMP0000293,drug_action
Cytidine-5'-Triphosphate,Tetracycline Action Pathway,SMP0000294,drug_action
Cytidine-5'-Triphosphate,Tay-Sachs Disease,SMP0000390,disease
Cytidine-5'-Triphosphate,Arbekacin Action Pathway,SMP0000713,drug_action
Cytidine-5'-Triphosphate,Troleandomycin Action Pathway,SMP0000730,drug_action
Cytidine-5'-Triphosphate,Josamycin Action Pathway,SMP0000731,drug_action
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/14:0),SMP0014216,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/15:0),SMP0014218,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),SMP0014220,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z)),SMP0014224,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/20:0),SMP0014228,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),SMP0014229,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z)),SMP0014230,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z)),SMP0014233,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z)),SMP0014235,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z)),SMP0014240,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014242,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),SMP0014245,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),SMP0014248,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),SMP0014249,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z)),SMP0014255,metabolic
Cytidine-5'-Triphosphate,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z)),SMP0014267,metabolic
sn-glycerol 3-phosphate,Glycerol Phosphate Shuttle,SMP0000124,metabolic
sn-glycerol 3-phosphate,Glycerol Kinase Deficiency,SMP0000187,disease
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/16:0/16:0),SMP0015901,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:0),SMP0015910,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:0),SMP0015911,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/18:1(9Z)),SMP0015912,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z)),SMP0015915,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:0),SMP0015916,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/20:0/20:4(5Z,8Z,11Z,14Z)),SMP0015918,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:1(9Z)),SMP0015922,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/16:1(9Z)/18:2(9Z,12Z)),SMP0015924,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:1(9Z)/20:0),SMP0015926,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z)),SMP0015935,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/18:0),SMP0015938,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:0/20:0),SMP0015939,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:1(11Z)),SMP0015949,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/18:2(9Z,12Z)),SMP0015950,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)),SMP0015951,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/20:1(11Z)/20:1(11Z)),SMP0015952,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)),SMP0015957,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(20:0/20:0/20:1(11Z)),SMP0015960,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:1(11Z)),SMP0015962,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(20:0/20:1(11Z)/20:4(5Z,8Z,11Z,14Z)),SMP0015963,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:0),SMP0015971,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:1(11Z)),SMP0015972,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z)),SMP0015973,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/18:1(9Z)/18:1(9Z)),SMP0015983,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/18:1(9Z)/20:1(11Z)),SMP0015984,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/18:1(9Z)/18:2(9Z,12Z)),SMP0015985,metabolic
sn-glycerol 3-phosphate,De Novo Triacylglycerol Biosynthesis TG(16:1(9Z)/20:1(11Z)/20:1(11Z)),SMP0015987,metabolic
Cyclic adenosine monophosphate,Adenosine Deaminase Deficiency,SMP0000144,disease
Cyclic adenosine monophosphate,AICA-Ribosiduria,SMP0000168,disease
Cyclic adenosine monophosphate,Molybdenum Cofactor Deficiency,SMP0000203,disease
Cyclic adenosine monophosphate,Dopamine Activation of Neurological Reward System,SMP0000308,signaling
Cyclic adenosine monophosphate,Excitatory Neural Signalling Through 5-HTR 4 and Serotonin,SMP0000309,signaling
Cyclic adenosine monophosphate,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,SMP0000354,signaling
Cyclic adenosine monophosphate,Azathioprine Action Pathway,SMP0000427,drug_action
Cyclic adenosine monophosphate,Thioguanine Action Pathway,SMP0000430,drug_action
Cyclic adenosine monophosphate,Xanthinuria Type II,SMP0000513,disease
Cyclic adenosine monophosphate,Lysophosphatidic Acid LPA4 Signalling,SMP0063756,signaling
Cyclic adenosine monophosphate,Lysophosphatidic Acid LPA5 Signalling,SMP0063757,signaling
Cyclic adenosine monophosphate,Adenylosuccinate Lyase Deficiency,SMP0000167,disease
Cyclic adenosine monophosphate,Xanthine Dehydrogenase Deficiency (Xanthinuria),SMP0000220,disease
Cyclic adenosine monophosphate,Excitatory Neural Signalling Through 5-HTR 6 and Serotonin,SMP0000312,signaling
Cyclic adenosine monophosphate,Vasopressin Regulation of Water Homeostasis,SMP0000322,signaling
Cyclic adenosine monophosphate,Intracellular Signalling Through Histamine H2 Receptor and Histamine,SMP0000335,signaling
Cyclic adenosine monophosphate,Intracellular Signalling Through PGD2 receptor and Prostaglandin D2,SMP0000343,signaling
Cyclic adenosine monophosphate,Xanthinuria Type I,SMP0000512,disease
Cyclic adenosine monophosphate,Mitochondrial DNA Depletion Syndrome,SMP0000536,disease
Cyclic adenosine monophosphate,Myoadenylate Deaminase Deficiency,SMP0000537,disease
Cyclic adenosine monophosphate,Lysophosphatidic Acid LPA1 Signalling,SMP0063746,signaling
Cyclic adenosine monophosphate,Lysophosphatidic Acid LPA2 Signalling,SMP0063753,signaling
Cyclic adenosine monophosphate,Lysophosphatidic Acid LPA6 Signalling,SMP0063759,signaling
Cyclic adenosine monophosphate,Purine Metabolism,SMP0000050,metabolic
Cyclic adenosine monophosphate,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Cyclic adenosine monophosphate,Corticotropin Activation of Cortisol Production,SMP0000310,signaling
Cyclic adenosine monophosphate,Excitatory Neural Signalling Through 5-HTR 7 and Serotonin,SMP0000311,signaling
Cyclic adenosine monophosphate,Intracellular Signalling Through Adenosine Receptor A2a and Adenosine,SMP0000320,signaling
Cyclic adenosine monophosphate,Intracellular Signalling Through Adenosine Receptor A2b and Adenosine,SMP0000321,signaling
Cyclic adenosine monophosphate,Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone,SMP0000333,signaling
gamma-Aminobutyric acid,Homocarnosinosis,SMP0000385,disease
gamma-Aminobutyric acid,Glutamate Metabolism,SMP0000072,metabolic
gamma-Aminobutyric acid,Hyperinsulinism-Hyperammonemia Syndrome,SMP0000339,disease
gamma-Aminobutyric acid,2-Hydroxyglutric Aciduria (D and L Form),SMP0000136,disease
gamma-Aminobutyric acid,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000243,disease
gamma-Aminobutyric acid,Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000567,disease
Geranyl Diphosphate,Lovastatin Action Pathway,SMP0000099,drug_action
Geranyl Diphosphate,Cerivastatin Action Pathway,SMP0000111,drug_action
Geranyl Diphosphate,Hypercholesterolemia,SMP0000209,disease
Geranyl Diphosphate,Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2),SMP0000388,disease
Geranyl Diphosphate,Smith-Lemli-Opitz Syndrome (SLOS),SMP0000389,disease
Geranyl Diphosphate,Mevalonic Aciduria,SMP0000510,disease
Geranyl Diphosphate,Simvastatin Action Pathway,SMP0000082,drug_action
Geranyl Diphosphate,Pravastatin Action Pathway,SMP0000089,drug_action
Geranyl Diphosphate,Rosuvastatin Action Pathway,SMP0000092,drug_action
Geranyl Diphosphate,Zoledronate Action Pathway,SMP0000107,drug_action
Geranyl Diphosphate,Pamidronate Action Pathway,SMP0000117,drug_action
Geranyl Diphosphate,Fluvastatin Action Pathway,SMP0000119,drug_action
Geranyl Diphosphate,Lysosomal Acid Lipase Deficiency (Wolman Disease),SMP0000319,disease
Geranyl Diphosphate,Cholesteryl Ester Storage Disease,SMP0000508,disease
Geranyl Diphosphate,Steroid Biosynthesis,SMP0000023,metabolic
Geranyl Diphosphate,Ibandronate Action Pathway,SMP0000079,drug_action
Geranyl Diphosphate,Alendronate Action Pathway,SMP0000095,drug_action
Geranyl Diphosphate,Risedronate Action Pathway,SMP0000112,drug_action
Geranyl Diphosphate,Atorvastatin Action Pathway,SMP0000131,drug_action
Geranyl Diphosphate,Desmosterolosis,SMP0000386,disease
Geranyl Diphosphate,CHILD Syndrome,SMP0000387,disease
Geranyl Diphosphate,Hyper-IgD Syndrome,SMP0000509,disease
